FlightNumber,OriginCode,DestinationCode,Distance,DepartureTime,Price
UA 2971,PER,DTW,17963.04,02:17:51,3657
F9 0126,DCA,DTW,651.08,07:47:59,245
UA 0317,MEX,PER,16259.70,02:26:24,2123
UA 1646,SAW,RUH,2394.05,04:27:54,687
UA 0309,MXP,JNB,8220.97,05:54:05,1062
F9 2785,MAN,JED,4957.31,07:20:31,604
NK 9502,AUH,MAD,5638.63,00:11:23,808
F9 1451,BKK,MAN,9630.24,14:09:09,1936
F9 2783,LIS,JED,4947.15,03:22:42,638
NK 9501,YVR,VIE,8525.92,23:18:40,1370
SY 3612,CPH,SAN,9100.22,01:03:58,1000
UA 1639,BNE,SIN,6142.70,22:56:50,1017
UA 1636,DFW,MUC,8555.54,23:54:28,942
UA 2968,DMK,SIN,1445.70,16:10:54,348
UA 1637,SIN,AYT,8428.60,10:00:05,1468
UA 1635,KMG,BOS,12497.79,03:12:28,1687
UA 0304,ICN,ORD,10520.70,01:03:06,1155
UA 0302,HGH,SYD,7831.93,00:18:31,945
SY 3609,RUH,FCO,3671.36,18:04:51,673
SY 4939,JED,TPA,11668.92,23:07:10,1254
F9 1465,PMI,DFW,8490.20,14:37:11,1153
F9 0133,CTU,JED,6509.61,21:52:54,789
SY 2336,WUH,PHX,11381.88,08:24:42,1366
SY 1003,TAO,WUH,825.42,15:43:39,348
F9 1477,LAS,PVG,10469.74,05:54:28,1138
F9 0149,AYT,BOS,8175.22,09:56:14,906
F9 1478,KMG,SVO,6206.38,08:35:46,703
UA 2992,AYT,ZRH,2165.57,12:00:19,271
UA 2990,DOH,HGH,6692.61,08:58:05,753
UA 1660,AGP,IST,2901.27,20:48:17,362
SY 2331,DTW,HNL,7190.82,00:52:16,930
SY 1000,HGH,BKK,2730.32,10:22:55,803
UA 0339,ATH,DFW,10051.98,17:51:35,2041
UA 2998,IST,MXP,1682.20,13:00:25,359
UA 0334,HND,MAN,9474.83,11:20:56,1107
F9 1472,TPA,FCO,8345.70,22:25:38,1073
F9 0140,HNL,NBO,17269.80,22:37:02,1791
F9 1476,DEN,SHA,10800.20,06:47:58,1185
SY 2327,AYT,SHA,8035.53,08:20:16,1009
F9 0144,JNB,ATH,7139.00,16:26:56,1485
SY 3677,AMS,IAH,8048.69,18:46:29,1546
UA 1650,HEL,KMG,6947.44,18:31:33,768
UA 1651,KIX,CLT,11406.27,03:47:10,1495
F9 0159,MEL,RUH,12350.63,22:02:06,1368
SY 1013,ZRH,NKG,8802.13,10:13:23,1558
SY 2344,PEK,PMI,8910.74,05:17:06,1317
SY 2341,HAK,EWR,13256.94,01:47:41,1399
UA 0328,CAN,IAD,12992.73,18:12:47,2791
UA 0323,MIA,HAK,14799.29,17:36:59,3230
UA 1655,DUB,CMB,9112.43,06:24:41,1085
UA 0324,FLL,AYT,9962.90,09:55:24,1144
SY 1009,XIY,MUC,7687.76,23:34:39,1155
F9 0154,VIE,MAN,1443.18,08:49:32,323
F9 0153,IAH,DTW,1730.09,21:43:18,316
SY 2338,HND,LIS,11154.77,11:39:11,1855
SY 4975,IAD,BOM,12859.78,21:40:02,1818
UA 1681,BOG,DEN,4963.55,07:37:53,1113
UA 0351,NRT,KIX,491.36,20:10:27,193
SY 4971,PHX,ICN,10080.63,19:19:04,1518
SY 4970,LHR,DMK,9547.87,19:22:56,1073
UA 0358,TPE,SAN,11094.48,06:20:33,1192
F9 0160,HGH,XIY,1192.59,23:39:31,1390
F9 0162,BWI,HAK,13400.60,19:56:18,1973
F9 0164,MIA,BCN,7544.39,03:15:40,1186
SY 4969,BKK,LHR,9576.92,03:59:37,1074
SY 2325,ZRH,ARN,1486.42,03:10:54,341
SY 3656,MSP,CMB,14184.71,03:06:56,1513
UA 0342,PVG,DCA,11991.11,12:42:24,1392
UA 0340,SYD,SZX,7430.47,10:22:18,1146
SY 4981,ICN,XIY,1624.49,02:31:53,430
UA 1679,HNL,SFO,3856.60,15:11:49,625
UA 1677,CMB,KIX,6404.86,07:34:35,754
AS 0193,HAK,SAN,12274.55,03:28:18,1360
AS 0194,BOM,ATL,13676.60,10:58:46,1528
SY 2318,LHR,MXP,935.93,03:30:36,305
AS 0197,KIX,HEL,7731.51,22:07,973
AS 0198,PEK,ATL,11537.81,00:45:36,1585
G4 8921,IAH,MIA,1549.36,09:22:35,318
F9 0069,ICN,ZRH,8743.33,08:53:24,1440
AA 3133,ICN,HGH,976.26,23:15:57,435
G4 8923,MNL,MXP,10503.11,17:22:50,1121
SY 1043,AYT,MEL,14307.37,15:45:42,1495
AA 4463,LHR,OSL,1205.68,04:56:55,225
G4 8922,ATL,XIY,12320.37,09:38:36,1803
SY 1042,CJU,YYZ,11032.50,10:06,2017
G4 8926,AUH,MAN,5678.28,19:09:57,784
DL 0801,MCO,PMI,7568.90,18:12:12,831
WN 9015,JED,CLT,11081.24,18:14:05,1562
DL 0803,MXP,AGP,1485.77,21:58:28,507
DL 0805,JFK,HEL,6607.14,12:42:50,820
DL 0804,LGW,KMG,8712.39,06:57:21,1086
DL 0807,AUH,KIX,7684.32,11:51:31,942
WN 9014,NRT,DEN,9292.13,19:39:19,1115
F9 0062,NBO,MSP,13146.33,18:42:16,2172
AA 5788,FCO,BLR,7008.52,12:36:58,973
B6 6297,PEK,JNB,11709.40,07:50:55,1411
WN 0685,DEN,MAD,8041.31,02:40:53,1024
AA 3128,MUC,DCA,6821.74,03:26:06,1122
AA 3129,SIN,NRT,5358.54,02:30:05,766
G4 8910,IAH,MSP,1666.53,04:45:39,384
SY 1058,XIY,JNB,10819.37,02:04:39,1280
AA 4453,ATH,SIN,9043.59,15:51:34,1116
SY 2388,ATL,MUC,7700.91,23:48:44,961
G4 8911,DEL,RUH,3036.74,17:46:18,533
SY 1055,CTU,ORD,11877.98,00:14:11,1242
AA 5782,SZX,MSP,12021.33,08:38:35,1672
G4 8918,DXB,ATL,12209.05,05:32:50,1298
WN 9010,OSL,LGW,1225.93,22:05:37,273
G4 8915,DCA,VIE,7145.65,11:15:54,919
G4 8919,CGK,CJU,4878.00,15:10:01,634
WN 9005,KUL,SVO,8185.33,11:17:37,1450
F9 0071,CTU,KUL,3078.89,12:28:53,393
WN 0671,ATH,CLT,8796.45,11:25:32,1091
AA 3116,SVO,SFO,9433.61,02:04:12,1004
WN 0673,CTU,PER,7028.21,08:21:14,823
AS 0294,CKG,CGK,3985.77,21:26:44,597
AA 3114,MCO,FCO,8220.83,04:35:33,978
F9 0077,LAX,ORD,2801.85,11:29:26,457
SY 1027,DOH,CKG,5400.55,12:42:27,784
AA 4483,LHR,MSP,6443.22,09:54:55,849
SY 2358,AMS,SZX,9237.94,11:32:11,1267
SY 2359,LHR,LIS,1564.70,12:00:48,375
SY 3688,KMG,BOM,3141.69,23:30:11,504
AA 4487,TAO,DMK,3160.64,22:47:15,471
SY 3685,SAW,AYT,463.09,14:34:34,106
G4 8900,ORY,WUH,8894.63,07:06:03,1301
G4 8906,OSL,BLR,7453.36,20:42:40,870
SY 3680,MNL,BLR,4671.50,09:13:42,808
DL 0831,HAK,PER,5798.04,22:28:01,4016
DL 0823,SHA,FCO,9134.30,10:01:47,1084
WN 9039,CJU,FLL,12816.56,23:48:14,1908
DL 0828,MCO,FRA,7618.93,10:13:43,820
F9 0084,LGW,PVG,9251.39,09:17:43,1059
AS 0281,MEL,MAD,17285.29,13:04:49,2965
B6 6275,CGK,KIX,5417.40,20:38:13,692
AS 0283,XIY,BOM,3922.62,02:13:29,555
AA 3147,DCA,CLT,532.49,09:17:21,284
F9 0088,CGK,SEA,13491.82,20:33:35,1513
SY 2368,DOH,SFO,12993.38,10:05:05,1350
SY 2365,JFK,VIE,6804.87,11:49:15,1095
SY 1032,DFW,EWR,2204.25,15:21:27,427
SY 3693,ARN,MXP,1674.21,09:40:27,421
SY 3690,IST,SZX,7974.81,22:30:17,2934
WN 9026,MEX,BLR,16369.17,14:27:07,1864
DL 0811,DTW,BOM,12774.39,13:38:07,1388
WN 9029,SEA,ORY,8067.06,04:50:45,892
DL 0813,ZRH,BOS,6010.21,23:31:50,672
DL 0818,HKG,XIY,1440.72,01:46:41,346
WN 9025,SYD,JFK,16013.61,22:52:03,2223
AS 0270,MSP,IST,8831.48,03:14:15,1101
AS 0271,VIE,PHX,9607.48,15:37:52,1785
WN 0694,BKK,CGK,2297.82,11:12:13,850
AS 0273,SHA,YYZ,11420.57,09:45:29,2025
B6 6281,DXB,WUH,5744.07,07:48:18,1343
G4 6302,TPE,KMG,1861.36,16:03:33,412
G4 7634,AMS,FLL,7410.66,02:31:54,890
G4 6303,CTU,ARN,6947.68,15:52:52,956
AA 3174,JED,PER,10106.32,17:03:17,1153
G4 7632,IAH,MIA,1549.36,07:44:25,277
G4 7638,DMK,AUH,4942.82,07:23:29,617
AA 3178,JED,BOM,3518.59,19:33:52,520
G4 7637,KIX,ATL,11389.80,12:07:50,1346
WN 9062,BWI,HEL,6880.12,08:26:32,814
UA 1705,JFK,BNE,15507.59,17:34:25,1613
SY 1084,CLT,SAN,3335.35,02:13:18,527
UA 1701,BWI,CDG,6128.31,03:49:09,1576
G4 8960,AYT,DMK,7299.91,02:34:14,1072
AA 3162,LGW,PER,14487.16,07:52:30,1579
G4 8954,ATL,DOH,11984.58,19:46:14,1272
AA 4494,NBO,MNL,9408.70,03:34:34,1476
AA 3163,TPE,VIE,8968.03,12:43:48,1217
G4 8958,TPE,CGK,3811.19,08:54:05,576
AA 3164,HGH,ATH,8512.60,08:03:57,977
G4 7624,MXP,NRT,9748.14,01:53:48,1385
SY 1096,CGK,IAD,16341.51,05:16:13,1824
SY 1094,SVO,CGK,9313.20,02:37:34,1134
WN 9053,SVO,HGH,6846.79,18:14:35,1707
AA 3159,DXB,BLR,2695.04,18:10:31,418
AA 3158,BKK,NBO,7224.56,18:06:47,977
AS 0244,CPH,YVR,7661.34,07:43:56,1172
G4 8942,DUB,CMB,9112.43,23:24:59,1019
AS 0247,LAS,JNB,16383.80,05:46:54,1839
SY 1067,ICN,XIY,1624.49,05:15:34,407
G4 7615,PVG,HNL,7913.57,00:51:08,1030
G4 8945,BOG,NRT,14253.27,23:28:43,1913
G4 7613,LIS,FCO,1838.89,02:49:19,252
G4 7619,ATL,MSP,1459.62,06:44:25,365
G4 7617,YYZ,BKK,13635.98,22:53:46,1505
SY 2393,BNE,LAS,11899.04,18:29:54,1376
UA 1725,ZRH,CAN,9147.51,04:36:39,1236
AA 3191,KMG,PHX,12550.56,16:17:21,1498
UA 1717,NRT,AGP,11181.35,23:42:38,1272
AA 3184,CAN,HGH,1038.40,11:11:36,231
AS 0234,DXB,BLR,2695.04,10:15:51,487
AS 1564,PHX,DCA,3177.02,20:12:06,403
AS 1566,CLT,MIA,1049.12,02:52:45,315
G4 8935,HNL,ORY,11983.98,00:21:28,1446
SY 1076,EWR,MAN,5383.76,03:00:27,705
G4 7609,CLT,SEA,3660.41,08:41:56,537
G4 8938,DMK,ATL,14700.54,12:52:27,1554
G4 7606,CJU,MNL,2183.73,18:00:06,315
UA 1714,SYD,MIA,15022.28,06:37:57,1683
AS 2894,WUH,HEL,7032.01,17:59:22,882
G4 6346,TPE,BKK,2488.56,21:55:17,441
WN 1935,PEK,LGW,8165.10,04:21:12,935
DL 9227,HKG,OSL,8546.18,15:03,1090
WN 0606,DEL,DCA,12053.64,03:34:48,1367
DL 0890,DCA,BLR,13660.77,10:29:25,1511
G4 6348,YYZ,CJU,11032.50,04:13:25,1280
G4 7679,DEL,HGH,4177.00,16:46:18,656
AS 1559,ATH,MAN,2636.65,01:39:51,446
WN 0609,AUH,AMS,5191.34,14:53:57,2013
DL 0893,LGW,ATL,6790.12,00:01:36,1324
DL 0896,VIE,XIY,7384.92,19:03:32,851
B6 7547,HND,JNB,13523.16,10:00:02,1594
B6 6216,MAN,NRT,9472.05,06:08:03,1077
DL 0889,KMG,NBO,7651.12,08:55:05,1088
DL 0888,NKG,MSP,10897.69,10:43:20,1248
AA 5706,OSL,LGW,1225.93,02:26:12,323
B6 8876,YVR,SAN,1896.69,11:36:32,406
B6 8873,BOG,MEL,14627.30,14:02:56,4590
AS 2881,HKG,CTU,1296.88,08:07:29,460
AS 1550,MAN,LAS,8166.17,17:44:49,948
AA 5703,FLL,HND,11981.23,18:31:10,1938
AS 0211,CMB,LAX,15052.87,14:25:34,1568
AS 2873,BKK,HND,4588.37,15:31:38,696
WN 1924,DFW,PMI,8490.20,16:49:56,1399
G4 6333,KMG,AMS,8348.60,20:11:51,1661
WN 1922,TAO,OSL,7495.20,19:36:07,1037
G4 5009,CMB,YYZ,13995.22,11:01:36,2020
WN 1928,DTW,PHX,2683.48,20:35:12,516
G4 7669,SAN,JNB,16604.38,15:23:29,1852
AS 1549,FLL,LAX,3763.23,03:50:48,743
DL 0883,ZRH,DFW,8412.86,03:18:38,935
DL 0887,AMS,IAH,8048.69,10:57:37,915
B6 7559,LIS,ATL,6585.07,04:44:48,841
B6 6223,FLL,BOM,14209.10,20:25:46,1549
B6 7550,HNL,FRA,11969.51,08:21:25,1595
G4 8994,TPA,SVO,9099.40,10:17:47,1026
G4 6332,BKK,ORY,9469.11,15:53:41,1001
AS 2872,IAH,MEX,1232.45,00:14:02,357
G4 8991,PMI,KUL,10579.12,16:41:05,1122
AS 0200,SIN,HNL,10789.23,00:35:15,1281
WN 1956,NBO,MXP,5910.50,18:30:56,1113
DL 9248,KIX,MSP,9933.85,10:55:59,3156
G4 8986,ZRH,PMI,996.19,12:27:02,194
WN 0623,HGH,LAX,10580.08,19:12:44,1204
WN 1954,CGK,IAD,16341.51,09:44:30,2173
G4 8985,JFK,SAW,8089.30,09:51:55,893
G4 6328,KUL,CLT,15785.12,14:11:55,2493
AS 0204,MEX,YVR,3944.55,16:19:25,620
AS 0205,DEL,CPH,5840.31,17:17:01,803
G4 7659,CPH,VIE,876.76,17:34:24,331
AS 1535,BLR,ZRH,7368.87,22:41:19,1160
DL 9246,YYZ,PEK,10560.52,07:26:09,2232
AS 2868,HEL,JED,4437.68,17:50,1236
B6 7528,IAD,CLT,518.09,21:30:48,138
B6 7527,BNE,MXP,16286.78,17:43:31,3305
DL 9240,DCA,YYZ,578.35,10:47:43,268
WN 1952,SAW,MXP,1741.89,12:31:24,298
G4 8981,DOH,MUC,4302.66,20:38:19,675
WN 1951,HGH,VIE,8486.05,17:29:58,1021
AS 1520,PVG,MAN,9185.39,06:41:41,1138
DL 9239,PER,DOH,9329.63,16:00:06,1140
WN 0615,IAD,VIE,7164.70,04:52:17,926
AS 2854,ATH,YYZ,8128.09,09:56:49,957
G4 7642,ORD,IST,8786.44,17:16:09,1073
AS 1522,NKG,TPA,12999.20,11:55:23,1783
DL 9238,CJU,RUH,7614.01,09:01:41,1050
WN 1949,DFW,SHA,11826.68,17:34:10,1313
G4 7649,NRT,VIE,9153.71,06:31:43,1022
G4 7648,SHA,HNL,7955.67,11:28:44,958
WN 1948,CAN,DXB,5827.11,19:33:25,1223
AS 1528,GRU,ATL,7510.60,06:42:18,916
B6 6209,DFW,KUL,15588.01,16:10:08,2464
B6 8866,NBO,WUH,8871.79,21:27:49,1286
B6 7538,MEX,AGP,9122.66,18:04:43,1988
B6 7537,EWR,TAO,11324.58,15:02:56,1231
B6 8865,CKG,LAS,11494.42,04:56:43,1275
B6 6200,MCO,HKG,14141.53,14:34:33,1921
B6 8860,GRU,IAD,7649.94,23:16:37,911
AA 5715,SHA,LIS,10699.74,08:51:49,1878
G4 6310,YVR,BNE,11845.59,13:02:40,1422
G4 8970,BNE,HGH,7287.04,17:15:14,1222
AS 1512,DXB,HEL,4537.44,12:18:35,755
WN 1977,KMG,HND,3720.28,16:43:04,852
AS 1513,DEL,SAW,4517.01,20:38:53,626
AS 2848,DOH,PVG,6796.28,17:26:26,851
DL 0851,XIY,MEL,8843.18,13:26:14,1026
B6 6258,DUB,SZX,9794.48,16:56:23,1175
B6 7589,CPH,HND,8708.46,08:35:47,1985
B6 6252,MUC,MAD,1494.65,21:01:45,574
B6 6253,MCO,SHA,12964.26,17:57:46,2633
G4 5050,VIE,HKG,8701.52,02:07:31,1260
B6 7584,DEL,ORY,6584.43,19:18:55,822
WN 0642,CKG,MUC,7922.27,00:07:08,1657
WN 0641,KIX,NRT,491.36,12:55:54,171
WN 1972,HAK,DMK,1243.13,04:15:01,750
B6 7580,SYD,AMS,16658.29,16:31:26,2809
AA 5746,PHX,LAX,594.72,18:34:27,343
WN 0636,DOH,MSP,11436.85,22:27:31,1198
WN 0638,HEL,MNL,8938.12,17:06:13,960
AS 1502,SHA,FCO,9134.30,23:49:20,1117
NK 8196,NBO,YVR,14364.17,11:04:46,1499
AS 2835,CLT,ICN,11454.28,20:26:37,1371
NK 8193,ZRH,SYD,16568.00,02:46:47,2308
AS 2838,DMK,PVG,2889.76,12:39:31,362
NK 8194,SFO,BWI,3944.61,06:06:22,628
NK 8192,YYZ,SZX,12514.43,16:48:27,1381
DL 0841,ORD,CLT,964.35,05:34:37,362
DL 0836,BOM,NKG,4790.63,03:27:33,673
AA 5739,DTW,DXB,11399.59,04:40:47,1716
B6 6266,ORD,OSL,6504.95,23:12:38,712
DL 0839,JFK,SEA,3886.59,13:57:08,483
AA 5734,PEK,SFO,9492.61,11:29:47,2350
B6 6262,ORY,JNB,8713.68,08:50:51,1201
WN 1960,CLT,BLR,14180.66,23:21:44,1591
AA 4400,CLT,SVO,8326.92,01:30:57,1012
B6 7590,KMG,PEK,2116.24,05:03:28,357
G4 5044,LAS,CGK,14614.98,07:02:48,3110
AA 4404,CAN,DEN,11955.22,18:01:49,1294
B6 7591,DFW,LAS,1694.70,04:48:02,225
G4 6368,CPH,HEL,892.37,03:38:43,343
DL 9206,CDG,TPE,9786.01,18:49:12,1063
DL 9200,HKG,BCN,10058.92,07:07:05,1233
AS 2822,LAS,EWR,3575.53,06:41:26,470
AA 3112,OSL,TAO,7495.20,13:32:06,953
B6 7568,SAW,BCN,2272.83,01:27:26,339
DL 0869,CTU,BLR,3337.84,15:48:46,464
B6 8897,MIA,YVR,4502.91,19:17:07,598
B6 8898,HEL,PVG,7394.00,07:31:02,1435
B6 8895,HGH,AUH,6441.80,18:20:10,805
B6 6230,XIY,RUH,5994.44,04:08:10,693
AA 4436,MCO,SFO,3929.50,14:22:40,592
AA 3105,SAW,AYT,463.09,00:25:13,285
G4 7691,XIY,DOH,5532.38,20:18:53,907
AA 5765,AMS,FRA,365.71,07:14:27,126
AA 3102,DEL,FLL,13472.94,04:07:59,1536
B6 8891,BLR,MXP,7333.98,02:55:24,1470
WN 0664,DTW,HNL,7190.82,08:49:05,1272
G4 7695,LIS,XIY,9666.24,03:50:55,1455
G4 5031,GRU,CDG,9404.85,05:52:27,1151
WN 1995,DCA,BLR,13660.77,13:27:34,1567
G4 6363,JNB,SVO,9171.68,15:05:09,1038
WN 1989,SFO,DMK,12738.44,09:01:49,1462
AS 2810,KIX,LHR,9531.42,05:16:44,1261
G4 5024,HKG,RUH,6781.97,17:02:41,820
G4 7686,AUH,BOM,1970.62,17:17:34,385
AS 2812,OSL,MAD,2412.50,07:48:42,342
AA 3100,WUH,LHR,8873.47,08:57:29,1396
AA 5762,VIE,OSL,1389.26,01:17:32,293
NK 8173,MNL,CLT,14020.82,19:38:43,2268
AA 5760,AUH,AGP,5734.84,23:59:57,648
AS 2813,SAN,FLL,3644.37,05:44,541
WN 0651,DCA,KMG,12915.87,10:15:37,1444
AA 4422,DEN,AYT,10344.67,03:54:32,1117
AA 5759,DMK,CKG,1863.77,16:21:23,243
G4 7684,ORY,LIS,1438.10,09:01:26,481
UA 0498,GRU,BOG,4335.89,21:31:21,623
NK 8169,DEL,PER,7882.11,14:50:36,1386
NK 9497,IAD,CTU,12310.46,07:06:11,1359
NK 9496,TPE,YYZ,12078.89,11:45:09,1623
NK 9493,MIA,CLT,1049.12,10:49:19,156
NK 8161,BNE,BWI,15267.68,09:38:19,1773
B6 8917,ZRH,JFK,6309.32,08:36:37,720
B6 8915,KIX,MSP,9933.85,08:09:40,1141
NK 8158,GRU,PHX,9382.59,06:24:24,2246
NK 9487,ATL,KUL,15918.20,09:22:43,1716
NK 8154,SIN,BOS,15128.30,12:26:24,2038
NK 9484,SAN,IAH,2093.39,18:29:46,406
NK 8152,HNL,SEA,4308.04,08:12:18,563
UA 0489,KUL,HND,5350.12,04:03:18,772
DL 9296,MIA,TAO,12780.69,14:47:37,2149
DL 9290,CJU,AYT,8296.45,05:21:12,1063
NK 9476,SZX,SAW,7939.93,17:18:11,890
NK 9469,IAD,SZX,13066.55,14:05:30,1542
G4 4095,DEN,PVG,10780.05,04:22:02,1273
DL 9269,FRA,HEL,1537.87,04:11:15,252
NK 8122,MNL,DOH,7282.45,00:09:41,833
NK 9452,LAS,CTU,11553.77,11:47:41,1367
NK 8120,IAD,ORY,6196.46,01:23:06,772
NK 8117,CGK,MXP,11109.97,12:52:12,1261
F9 3702,CLT,MAN,6232.46,18:19:26,1006
DL 9255,MEL,CKG,8481.79,08:14:44,983
B6 6304,ARN,MAD,2598.95,09:52:49,467
B6 6306,AUH,DTW,11441.96,10:30:32,1306
B6 7636,BKK,OSL,8670.54,07:28:33,995
DL 9251,NRT,SHA,1835.60,11:42:54,316
NK 8108,BOS,BCN,5858.26,09:11:45,638
NK 9439,TPA,MEX,1930.14,12:58:08,580
NK 8104,PER,DCA,18609.93,12:52:14,1925
NK 9432,HNL,PER,10894.13,05:23:51,1616
F9 3710,BOS,CMB,13765.66,13:49:39,1589
F9 3718,DMK,FRA,8970.56,15:55:35,1023
B6 8938,BWI,HKG,13090.25,06:15:20,1458
B6 8935,TPE,CLT,12916.17,00:19:11,1510
B6 7600,DOH,ARN,4618.10,10:17:45,750
F9 3722,BLR,PHX,14728.08,06:25:31,1662
NK 9420,CDG,JED,4427.06,06:53:12,730
DL 9276,BLR,DMK,2475.79,08:44:23,546
DL 9278,NRT,CLT,11035.45,20:58:49,1540
B6 7618,HGH,ARN,7798.20,14:23:36,886
B6 7613,BKK,MAD,10192.40,19:01:01,1876
B6 8946,BOS,PER,18702.42,23:52,1952
B6 7612,BWI,HNL,7800.96,21:53:47,1113
DL 9272,HKG,PER,6036.07,02:26:06,745
SY 3745,BCN,DUB,1485.21,13:58:37,359
SY 2413,GRU,BWI,7637.24,05:46:12,846
AA 3097,LAS,CTU,11553.77,14:03:22,1387
F9 3734,CKG,TPA,13526.02,15:16:47,1821
NK 9410,EWR,BLR,13359.83,16:35:05,1396
SY 2412,CMB,KIX,6404.86,01:48:17,805
SY 2410,HEL,MAD,2945.17,12:37:34,1541
AA 3090,DOH,CDG,4969.25,00:54:45,690
NK 9407,MUC,BLR,7144.07,23:22:39,1128
SY 2409,EWR,AGP,5902.77,09:18:41,1114
NK 9404,AMS,HNL,11657.27,13:13:59,1941
NK 9402,DEN,MNL,12343.91,11:40:07,1423
F9 2415,HND,MAN,9474.83,04:54:54,1083
AA 3086,DTW,SZX,12591.26,04:22:30,1341
SY 2422,FRA,LGW,629.16,03:31:13,288
F9 2412,ATL,RUH,11701.00,12:03:19,1591
F9 3748,CGK,YVR,13342.38,09:02:17,1516
AA 3088,CGK,CJU,4878.00,01:44:40,565
UA 0404,SIN,CKG,3166.90,03:56:30,391
WN 9097,CLT,MXP,7277.75,02:27:06,886
UA 1733,OSL,MEL,15940.11,14:35:14,2280
UA 0402,MEX,KIX,11719.73,06:44:05,1670
UA 1734,FRA,JED,4132.46,16:58:56,625
WN 9094,OSL,DCA,6244.48,20:17:13,1535
UA 1732,IST,PMI,2202.38,17:06:55,418
F9 2410,CDG,SHA,9236.07,04:55:41,1070
SY 3749,CLT,ARN,7147.24,21:28:11,904
F9 3742,CJU,FRA,8904.12,03:58:18,1255
SY 2417,ZRH,ARN,1486.42,18:05:59,202
SY 3747,MAN,MXP,1167.50,17:33:38,338
SY 3746,PER,AYT,11686.25,04:17:40,1279
SY 3722,HGH,SHA,137.94,07:53:50,237
UA 0432,NBO,SIN,7462.68,18:13:26,834
SY 3721,BWI,ATL,927.19,01:24:47,214
F9 3754,TPA,PER,18181.67,07:46,2531
F9 2424,DUB,PVG,9364.45,05:25:39,1645
F9 3759,DXB,HND,7934.57,12:49:32,1339
UA 1768,MNL,CTU,2441.73,06:54,358
UA 0437,KUL,MNL,2489.86,00:46:04,352
UA 0434,MNL,MEX,14228.01,18:10,1601
SY 3719,CPH,BOG,9375.23,17:17:50,1417
SY 3716,BOG,ARN,9672.37,14:13:34,1767
F9 3751,PHX,CLT,2847.93,12:53,526
F9 1105,PMI,IST,2202.38,04:34:13,300
UA 1751,SYD,DXB,12043.81,05:07:50,2573
F9 2436,JNB,CLT,13307.49,02:14:57,1479
UA 1750,CAN,FRA,9020.19,13:49:04,1088
F9 1109,PHX,LHR,8462.85,07:20:01,1003
UA 1759,AGP,OSL,2840.89,15:10:16,449
UA 1758,OSL,DCA,6244.48,01:29:06,858
UA 0427,SIN,JFK,15340.39,16:56:16,2494
UA 1756,AMS,LHR,370.30,21:04:06,179
UA 0422,CLT,EWR,849.70,19:50:11,279
F9 3760,AUH,BOM,1970.62,08:53:06,437
F9 2430,SAW,NBO,4757.31,07:10:32,681
SY 3724,AMS,HKG,9274.35,21:59:56,981
F9 1118,FLL,CTU,13726.18,23:09:43,1614
G4 6701,PER,HAK,5798.04,13:55:30,717
SY 2452,RUH,DXB,873.13,10:15:58,198
G4 6706,SHA,RUH,7217.80,00:45:53,933
UA 1788,MXP,BOM,6508.26,05:25:38,823
UA 0456,KMG,MIA,14358.31,01:47:05,1660
F9 2440,DCA,MAD,6097.97,10:31:48,720
F9 1112,TPA,MAN,6922.24,21:07:22,1195
F9 2443,AMS,ZRH,602.88,21:37:35,246
F9 3774,OSL,TPE,8641.02,21:12:04,1101
F9 3772,GRU,IST,10559.41,21:21:19,1166
SY 3799,SZX,VIE,8666.90,20:58:53,1059
F9 3789,FCO,DTW,7427.23,23:41:48,843
SY 1135,ZRH,EWR,6332.87,23:04:10,775
SY 2466,CDG,DFW,7943.99,23:37:01,989
SY 2465,BKK,FCO,8876.71,23:44:52,945
F9 1120,CKG,ATL,12874.25,23:20:05,1390
F9 2451,OSL,WUH,7747.95,22:51:16,913
F9 3785,MEL,ARN,15583.38,23:40:16,2454
F9 2455,SFO,ZRH,9375.68,23:44:29,1053
SY 1128,CAN,YYZ,12441.36,22:39:59,1337
F9 2452,BKK,ARN,8295.54,16:49:49,1012
F9 2453,DXB,ICN,6728.08,23:15:38,770
SY 2435,AMS,WUH,8527.69,16:18:01,1648
SY 2433,KMG,YYZ,12375.49,17:06:10,1351
SY 2434,ATL,JED,11442.26,08:28:50,1533
SY 3764,HGH,AUH,6441.80,10:00:10,770
F9 2468,ICN,MAD,9963.40,05:47:31,1076
SY 3762,ARN,SFO,8601.57,17:03:44,1820
SY 2430,JED,MAN,4957.31,22:58:30,921
UA 0479,NKG,DEL,4006.85,09:11:35,471
AS 0080,AUH,KIX,7684.32,09:17:24,916
F9 2462,CGK,CKG,3985.77,16:32:54,519
F9 2460,KIX,SAN,9392.59,00:58:51,1442
AS 0085,JFK,MCO,1521.35,06:57:18,311
SY 2428,ATH,ATL,9153.66,02:37:45,1413
F9 3796,MSP,BOM,12762.93,13:58:35,1358
F9 2463,HND,FRA,9361.07,02:28:25,1704
UA 1795,PHX,BOM,14151.51,17:42:40,2307
SY 2447,HAK,OSL,8595.14,10:49:31,957
F9 2478,DFW,PMI,8490.20,15:22:28,954
UA 1793,CAN,NKG,1077.81,19:47:04,735
UA 0469,MXP,AMS,796.72,23:41:35,274
F9 1142,BOM,DXB,1925.79,06:54:26,418
SY 1108,HEL,KMG,6947.44,17:45:16,900
SY 1109,BOM,HGH,4927.20,10:51:45,773
F9 1143,ICN,KMG,2633.88,20:50:21,341
