Date,FlightNumber,OriginCode,DestinationCode,Distance,DepartureTime,Price
2026-02-27,AS 3789,BWI,ORY,6127.64,06:39:12,675
2026-02-27,DL 5273,DXB,PVG,6448.57,03:11:57,1070
2026-02-27,AS 1489,JFK,MEL,16695.52,16:49:13,3692
2026-02-27,DL 9519,JED,LIS,4947.15,23:49:27,670
2026-02-27,SY 2483,OSL,NKG,7881.29,01:05:20,1166
2026-02-27,UA 8546,PHX,BNE,12058.66,23:39:59,1292
2026-02-27,UA 9517,CLT,JFK,870.69,13:56:18,272
2026-02-27,UA 8668,MSP,WUH,11154.74,08:25:27,1324
2026-02-27,UA 6129,GRU,CDG,9404.85,19:51,991
2026-02-27,DL 1900,PER,TAO,7606.91,06:56:44,891
2026-02-27,NK 3236,TPE,MSP,11486.47,21:24,1497
2026-02-27,F9 6876,AUH,NRT,8088.77,09:04:53,1543
2026-02-27,F9 0099,XIY,JNB,10819.37,17:56:16,1142
2026-02-27,WN 2874,MIA,LAX,3762.85,09:11:25,563
2026-02-27,SY 5625,CKG,ATL,12874.25,17:51:03,1787
2026-02-27,F9 4334,BOS,LIS,5124.69,07:58:27,698
2026-02-27,SY 5505,YYZ,CTU,11777.21,22:51:36,1304
2026-02-27,AA 4228,CDG,MXP,598.17,13:36:10,194
2026-02-27,AA 7978,LHR,BCN,1147.55,11:52:42,319
2026-02-27,AS 4503,ORD,IST,8786.44,05:47:49,1392
2026-02-27,AA 5231,DCA,SZX,13084.75,01:20:35,1542
2026-02-27,DL 4372,SFO,XIY,10419.44,13:50:40,1159
2026-02-27,AS 3418,PHX,SHA,10907.07,12:09:02,1455
2026-02-27,F9 6405,CKG,MIA,13798.05,22:38:27,1947
2026-02-27,UA 6277,FRA,MEX,9551.22,11:49:21,1075
2026-02-27,B6 0678,ATL,BKK,14723.61,05:40:12,1704
2026-02-27,B6 2855,MIA,BWI,1525.57,20:12:44,265
2026-02-27,UA 6034,BLR,WUH,4213.09,04:58:01,700
2026-02-27,F9 5675,TAO,ZRH,8483.50,07:25:50,926
2026-02-27,SY 9931,SEA,CMB,13559.90,10:49:09,1985
2026-02-27,WN 0486,CGK,FLL,17682.30,02:29:24,1902
2026-02-27,B6 9244,MCO,LIS,6612.25,18:54:46,1159
2026-02-27,AS 6920,SVO,LHR,2508.06,21:41:22,434
2026-02-27,SY 6428,SVO,LHR,2508.06,02:34:57,367
2026-02-27,WN 2423,SYD,PEK,8963.76,00:01:47,1029
2026-02-27,SY 8849,ARN,LGW,1474.50,00:37:32,423
2026-02-27,F9 3134,LIS,DUB,1643.10,06:20:51,289
2026-02-27,DL 4002,AYT,ATH,616.23,14:26:08,280
2026-02-27,AS 0019,CTU,LAS,11553.77,11:52:36,1290
2026-02-27,F9 5560,FCO,AYT,1682.47,03:16:15,349
2026-02-27,NK 4428,PER,HEL,13103.01,21:57:47,1702
2026-02-27,UA 9411,PVG,SVO,6851.06,23:27:27,866
2026-02-27,NK 8901,KIX,MAD,10676.15,07:21:13,1546
2026-02-27,WN 0111,DXB,GRU,12217.21,16:36:42,1377
2026-02-27,B6 9373,CJU,CGK,4878.00,16:10:09,556
2026-02-27,SY 7867,MNL,HAK,1273.04,05:34:28,525
2026-02-27,WN 2654,OSL,FCO,2047.16,16:13:16,480
2026-02-27,B6 9250,SAN,FRA,9377.18,09:12:45,1157
2026-02-27,F9 3387,GRU,MEX,7433.06,03:28:36,1315
2026-02-27,AS 5934,KUL,IST,8387.15,18:06:34,953
2026-02-27,G4 4586,SZX,DFW,13025.58,11:17:23,2124
2026-02-27,DL 8515,ZRH,SYD,16568.00,06:43:25,2560
2026-02-27,B6 0530,MUC,HGH,8773.29,00:18:32,1606
2026-02-27,UA 7142,NBO,CAN,8678.69,23:02:17,1105
2026-02-27,SY 6642,PVG,AUH,6550.20,13:59:21,713
2026-02-27,B6 7044,SHA,WUH,680.90,11:43:01,377
2026-02-27,WN 4742,PVG,BOM,5064.11,01:21:32,617
2026-02-27,WN 3410,CMB,CDG,8482.95,23:04:56,955
2026-02-27,NK 5504,LAX,MEL,12757.86,13:17:01,1690
2026-02-27,AA 5126,BWI,SVO,7753.15,21:54:05,1801
2026-02-27,AA 8878,DEL,CMB,2394.75,02:56:14,317
2026-02-27,F9 4006,HNL,AGP,12988.92,01:47:50,1401
2026-02-27,G4 5785,BWI,SHA,11971.59,12:38:37,1402
2026-02-27,SY 4107,DFW,TPA,1493.00,15:17:46,566
2026-02-27,DL 9951,DXB,SZX,5899.41,14:53:11,898
2026-02-27,AA 6697,TAO,BCN,9323.94,08:54:15,2262
2026-02-27,SY 8929,SZX,DEL,3725.01,18:12:17,445
2026-02-27,SY 2167,LIS,HKG,11003.37,06:26:40,1268
2026-02-27,AA 4399,BWI,WUH,12155.03,16:06:52,1401
2026-02-27,G4 6515,BKK,DUB,9876.44,16:15:58,1136
2026-02-27,AS 1326,BOS,PHX,3692.92,13:24:04,531
2026-02-27,SY 4223,AYT,LAS,11172.80,21:38:09,1269
2026-02-27,UA 8344,ATH,DCA,8274.84,12:11:49,993
2026-02-27,WN 2433,AGP,HNL,12988.92,05:32:16,1536
2026-02-27,F9 5105,MIA,DXB,12606.20,13:32:21,1440
2026-02-27,NK 4525,MAN,SVO,2533.44,04:28:03,465
2026-02-27,SY 5668,CKG,MUC,7922.27,18:47:01,1015
2026-02-27,AA 6327,XIY,ATH,7339.69,14:53:52,898
2026-02-27,UA 3127,TPE,CGK,3811.19,22:53:46,642
2026-02-27,UA 7727,AGP,MEL,17308.66,04:34:50,1851
2026-02-27,UA 6517,FLL,BOS,1994.26,23:18:50,333
2026-02-27,UA 5309,TPE,EWR,12530.68,04:21:27,1792
2026-02-27,AS 3611,BOS,BLR,13059.27,22:15:15,1480
2026-02-27,G4 8406,MIA,ARN,7995.36,13:15:46,951
2026-02-27,AS 1319,MXP,CKG,8260.64,10:55:34,981
2026-02-27,UA 5789,PEK,AGP,9576.83,09:25:31,1027
2026-02-27,SY 6460,HND,PMI,10574.60,14:07,1410
2026-02-27,WN 6026,DEL,DXB,2183.07,07:32:25,392
2026-02-27,B6 8510,ATL,MUC,7700.91,01:54:32,1120
2026-02-27,SY 5376,LIS,LAS,8757.19,11:16:23,961
2026-02-27,F9 6324,EWR,CGK,16170.87,22:05:49,3421
2026-02-27,SY 8765,AGP,SIN,11553.36,00:57:04,1595
2026-02-27,B6 4394,CDG,FRA,448.78,12:03:18,294
2026-02-27,F9 8625,CJU,DXB,6821.65,18:36:26,918
2026-02-27,B6 5363,FCO,DFW,9013.56,09:38:47,1055
2026-02-27,SY 6348,SEA,YYZ,3307.02,03:11:46,380
2026-02-27,NK 4870,DEN,GRU,9265.16,19:08:58,1098
2026-02-27,F9 8620,SAW,ORD,8848.87,15:43:35,3387
2026-02-27,AA 3769,IAD,ZRH,6672.62,11:18,1073
2026-02-27,NK 0278,AMS,IST,2183.57,09:20:03,326
2026-02-27,AA 2438,SFO,ZRH,9375.68,03:42:45,1151
2026-02-27,AA 3766,LHR,OSL,1205.68,13:49:15,700
2026-02-27,DL 8243,YVR,BNE,11845.59,06:55:52,1351
2026-02-27,AA 3882,OSL,IST,2425.98,22:59:09,348
2026-02-27,UA 3112,MAN,SIN,10955.63,07:26,2452
2026-02-27,UA 3110,NRT,DEL,5910.05,08:52:24,895
2026-02-27,AA 9063,MEL,PHX,13248.28,16:30:06,1803
2026-02-27,AS 4939,DXB,DTW,11399.59,14:34:47,1190
2026-02-27,DL 3911,JED,MEL,12801.64,20:20:18,1369
2026-02-27,WN 5285,MNL,WUH,1938.71,18:11:34,354
2026-02-27,WN 9763,LAX,CTU,11572.89,09:13:03,1377
2026-02-27,B6 7799,KIX,CTU,2917.39,13:25:17,433
2026-02-27,DL 1969,BLR,YYZ,13285.09,04:45:51,1559
2026-02-27,WN 7461,BNE,CTU,8239.28,11:56:54,889
2026-02-27,B6 6225,MUC,CDG,680.90,21:36:19,205
2026-02-27,G4 5360,AUH,LHR,5516.13,12:29:38,654
2026-02-27,G4 7542,DCA,TPA,1311.78,13:41:38,268
2026-02-27,F9 6574,MAN,FCO,1677.43,08:27:07,495
2026-02-27,F9 9961,YVR,KMG,10595.92,04:17:42,1890
2026-02-27,F9 6454,PER,KIX,7651.01,10:14:46,1121
2026-02-27,UA 7627,ATH,DXB,3271.95,01:01:23,528
2026-02-27,AA 2583,DOH,ORY,4974.87,07:13:35,911
2026-02-27,SY 3168,DTW,XIY,11402.16,00:35:03,1192
2026-02-27,DL 9488,HNL,BCN,12753.24,13:30:05,1374
2026-02-27,AS 4808,HEL,FCO,2233.73,07:20:54,293
2026-02-27,DL 1763,SIN,LAX,14101.48,08:23:23,1913
2026-02-27,B6 5229,EWR,BLR,13359.83,02:21:41,2190
2026-02-27,WN 5080,LAX,HEL,9013.43,18:41:23,3836
2026-02-27,B6 5224,SIN,PVG,3806.12,22:31:48,446
2026-02-27,DL 3939,MXP,DEN,8431.19,22:26:33,1070
2026-02-27,B6 7880,MAN,XIY,8217.85,00:56:14,1293
2026-02-27,AA 1365,BOG,MEL,14627.30,11:20:58,1674
2026-02-27,G4 3173,LGW,CLT,6438.36,18:47:12,843
2026-02-27,B6 3041,HNL,TAO,7931.26,16:31:02,861
2026-02-27,F9 6102,NKG,KIX,1553.44,09:12:12,297
2026-02-27,DL 8147,KMG,JNB,9807.79,07:44:23,1055
2026-02-27,UA 2285,JFK,MIA,1756.90,07:24:37,373
2026-02-27,DL 7057,XIY,BWI,11809.67,20:58:26,1425
2026-02-27,AS 2857,PEK,HGH,1149.03,11:11:24,466
2026-02-27,G4 9949,BNE,TPA,14584.87,13:49:15,1588
2026-02-27,NK 2549,MEL,CJU,8139.88,22:52:46,1009
2026-02-27,WN 9787,ZRH,CJU,9095.38,04:21:38,1243
2026-02-27,WN 9540,DXB,MXP,4707.48,04:16:59,951
2026-02-27,WN 7482,DUB,KUL,10936.38,16:55:19,1466
2026-02-27,AS 7186,SFO,NKG,10026.23,08:43:08,1341
2026-02-27,B6 7652,LGW,SAW,2523.18,06:55:58,555
2026-02-27,B6 5355,MUC,CGK,10876.41,00:04:28,2235
2026-02-27,AS 7068,CPH,NBO,6703.77,04:52:03,829
2026-02-27,NK 1698,JED,PEK,7438.57,04:16:12,802
2026-02-27,F9 8897,ARN,HND,8168.00,15:53:06,901
2026-02-27,DL 8579,AUH,TPA,12600.02,16:25:08,1481
2026-02-27,B6 0838,PEK,SHA,1075.83,03:54:22,324
2026-02-27,NK 1690,BKK,WUH,2347.08,09:12:40,352
2026-02-27,G4 0725,LAX,TAO,10122.30,10:10:11,1373
2026-02-27,G4 1936,YVR,LIS,8289.07,01:45:28,1413
2026-02-27,F9 5271,MIA,HND,11999.56,17:42:15,1628
2026-02-27,AS 8142,EWR,SHA,11863.86,07:22:23,1347
2026-02-27,F9 6362,FLL,AMS,7410.66,13:16:01,916
2026-02-27,WN 9331,IAD,SHA,11976.01,06:43:13,1281
2026-02-27,NK 4956,ICN,DUB,8934.96,08:59:22,1114
2026-02-27,AS 9592,SEA,HNL,4308.04,15:07:38,741
2026-02-27,F9 9514,ORY,KIX,9658.40,10:33:25,1068
2026-02-27,G4 9411,NRT,KUL,5409.89,10:20:54,709
2026-02-27,UA 2071,PMI,HND,10574.60,21:47:13,3384
2026-02-27,AA 5749,JFK,PER,18713.38,06:56:39,2088
2026-02-27,WN 0879,DTW,DFW,1586.34,18:15:08,429
2026-02-27,B6 0728,EWR,AGP,5902.77,03:25:18,706
2026-02-27,AA 0052,SYD,CMB,8762.55,19:03:45,1110
2026-02-27,DL 9650,PVG,CGK,4446.19,17:19:14,621
2026-02-27,UA 7753,FLL,CKG,13769.20,01:36:14,1581
2026-02-27,DL 0956,MAD,CMB,8937.17,19:22:07,1009
2026-02-27,AA 7913,LHR,CGK,11720.89,16:56:38,1404
2026-02-27,F9 7343,ATL,JNB,13582.64,23:18:24,1460
2026-02-27,AA 7910,XIY,AYT,6837.63,10:25:04,926
2026-02-27,AA 1258,ICN,LIS,10396.75,20:43:56,2100
2026-02-27,WN 3937,SZX,ORD,12491.05,12:29:14,1432
2026-02-27,AS 1733,SVO,KMG,6206.38,04:55:26,863
2026-02-27,UA 4033,CKG,DCA,12380.74,03:30:39,1717
2026-02-27,G4 9878,XIY,MXP,8039.74,10:37:26,1321
2026-02-27,WN 3938,SFO,BOS,4341.08,23:00:06,680
2026-02-27,AS 0527,HNL,IAH,6272.75,09:58:25,869
2026-02-27,UA 8873,AMS,OSL,959.24,12:14:46,297
2026-02-27,UA 7787,DTW,KIX,10629.72,03:51:16,1174
2026-02-27,UA 4399,SFO,IAD,3883.40,21:37:03,620
2026-02-27,DL 0874,JED,CTU,6509.61,05:44:11,758
2026-02-27,SY 4170,LHR,DFW,7627.64,03:46:57,1252
2026-02-27,SY 6243,NRT,LIS,11154.60,11:53:57,1330
2026-02-27,SY 0927,BNE,ICN,7729.11,20:06:48,972
2026-02-27,SY 5157,TPE,PVG,676.93,09:36:18,280
2026-02-27,F9 9415,IST,EWR,8048.94,06:49:20,953
2026-02-27,F9 9774,BWI,MEL,16426.75,20:38:27,2746
2026-02-27,F9 7477,DTW,VIE,7281.49,22:20:50,1122
2026-02-27,DL 8468,PEK,IST,7060.16,03:31:38,815
2026-02-27,WN 7173,ARN,IAD,6629.46,03:38:03,728
2026-02-27,SY 5381,CTU,CMB,3628.85,22:52:45,606
2026-02-27,AS 6054,AMS,CLT,6718.22,10:12:29,1050
2026-02-27,SY 9504,IAH,SHA,12185.86,23:54:10,1410
2026-02-27,G4 3080,DXB,ARN,4785.13,14:09:55,667
2026-02-27,G4 9861,MUC,FRA,299.24,06:14:08,214
2026-02-27,AA 3338,VIE,ZRH,603.21,10:40:24,201
2026-02-28,F9 0982,XIY,LAX,10962.59,00:46:58,1178
2026-02-28,DL 2431,MUC,ICN,8500.43,22:37:21,1235
2026-02-28,NK 7191,PHX,MSP,2051.33,12:05:28,447
2026-02-28,G4 1977,TPE,CLT,12916.17,18:42:40,1464
2026-02-28,UA 0017,ORY,DXB,5246.32,23:41:39,920
2026-02-28,B6 3463,ICN,BOS,10964.56,01:23:34,1322
2026-02-28,F9 8222,DXB,OSL,5137.60,13:48:39,683
2026-02-28,B6 0073,SVO,SAW,1776.72,23:11:41,270
2026-02-28,WN 3153,IAH,LGW,7794.01,05:35:58,886
2026-02-28,B6 5520,HAK,CMB,3586.99,20:58:43,832
2026-02-28,AA 1861,IAD,BWI,72.39,04:07:45,93
2026-02-28,WN 3159,FCO,HKG,9283.58,11:25:49,1110
2026-02-28,WN 5458,MEX,XIY,13339.93,01:05:03,1782
2026-02-28,AS 9679,BOM,SAN,14154.24,17:38:57,1546
2026-02-28,G4 6068,LGW,AGP,1645.95,19:32:47,340
2026-02-28,AA 0535,DUB,YYZ,5260.59,04:40:01,748
2026-02-28,F9 0632,AMS,ZRH,602.88,12:55:06,167
2026-02-28,UA 2785,MIA,MEX,2051.13,20:07:44,535
2026-02-28,SY 1971,DEN,BWI,2393.68,01:40:39,472
2026-02-28,F9 1723,JFK,BNE,15507.59,13:24:07,2658
2026-02-28,DL 4968,MUC,DFW,8555.54,10:13:15,1268
2026-02-28,NK 2602,MAN,ATL,6580.64,05:11:05,842
2026-02-28,WN 6895,DFW,ATL,1174.74,09:35:16,290
2026-02-28,WN 5322,HEL,ORD,7119.43,05:41:47,1020
2026-02-28,SY 7268,BLR,BNE,9287.80,09:48:30,1079
2026-02-28,AS 9542,DCA,DMK,14142.82,22:04:12,2263
2026-02-28,B6 2140,BOG,PER,16808.16,05:41:22,2680
2026-02-28,SY 0875,BOG,SAN,5440.31,13:19:12,797
2026-02-28,NK 1750,CGK,BKK,2297.82,21:44:41,1089
2026-02-28,AA 1853,BWI,RUH,10773.99,18:00:30,1243
2026-02-28,UA 4635,PHX,ORY,8809.35,19:13:04,1195
2026-02-28,DL 0272,TPA,YVR,4173.81,18:51:32,527
2026-02-28,F9 0408,SYD,BOM,10159.24,17:36:07,1097
2026-02-28,DL 5844,MEL,JNB,10319.09,16:49:49,1566
2026-02-28,G4 1954,SHA,HKG,1231.89,21:24:57,688
2026-02-28,B6 0059,FCO,TAO,8652.39,07:43:01,1031
2026-02-28,AA 9132,KMG,MUC,8029.32,22:11:46,1038
2026-02-28,DL 2333,DFW,SZX,13025.58,17:55:16,1536
2026-02-28,B6 7803,CLT,MIA,1049.12,06:50:20,268
2026-02-28,UA 2337,CLT,EWR,849.70,08:54:47,298
2026-02-28,G4 2806,BLR,KIX,6219.85,15:31,1129
2026-02-28,AA 2739,AMS,JFK,5847.57,18:09:13,1222
2026-02-28,WN 7774,AMS,MAN,486.95,03:45:22,106
2026-02-28,B6 3324,BOM,CKG,3602.83,02:32:45,593
2026-02-28,SY 7375,MAD,JED,4516.94,13:03:24,701
2026-02-28,NK 2713,HKG,LAX,11664.29,06:00:01,2001
2026-02-28,F9 6062,MXP,BCN,720.79,03:04:27,245
2026-02-28,G4 9795,MAD,JFK,5760.44,03:14:29,803
2026-02-28,AA 1401,KIX,BNE,7126.80,03:01:33,904
2026-02-28,WN 6206,BOM,CDG,6993.53,15:46:35,1020
2026-02-28,AS 5058,ATL,HND,11053.60,23:27:58,1861
2026-02-28,AA 8397,AGP,EWR,5902.77,00:50:22,751
2026-02-28,AA 8156,CPH,LAS,8683.50,02:36:41,1292
2026-02-28,AS 0719,BCN,MAD,482.70,08:51:48,157
2026-02-28,G4 2914,DEN,CLT,2148.19,04:35:50,576
2026-02-28,G4 0858,DCA,GRU,7622.08,12:38:43,1186
2026-02-28,UA 5711,ATL,CGK,16749.02,14:55:17,1884
2026-02-28,SY 7482,CPH,MNL,9787.87,20:50:44,1047
2026-02-28,AA 0427,SZX,PMI,10076.03,14:08:58,1450
2026-02-28,AS 9760,SAW,SFO,10821.49,19:55:58,1163
2026-02-28,F9 6071,PER,CJU,7360.91,19:16:27,853
2026-02-28,NK 0526,BKK,DEN,13506.05,14:57:45,1409
2026-02-28,G4 8696,LAS,LGW,8432.50,17:02:34,955
2026-02-28,G4 6032,MAN,JED,4957.31,13:25:21,591
2026-02-28,AA 2964,SEA,PVG,9187.48,01:15:42,1109
2026-02-28,WN 9945,IAH,DUB,7317.43,10:35:42,1155
2026-02-28,UA 2478,DEL,AYT,4385.49,01:35:07,938
2026-02-28,NK 8366,JFK,JNB,12831.30,01:57:41,1531
2026-02-28,NK 7278,LHR,BCN,1147.55,13:29:46,412
2026-02-28,DL 0572,MEL,DOH,11957.54,02:11:43,3600
2026-02-28,DL 2634,ICN,CMB,5766.64,20:49:03,1188
2026-02-28,B6 6413,CJU,ORY,9328.61,16:46:42,1098
2026-02-28,NK 0874,ARN,HAK,8244.71,21:38:39,1223
2026-02-28,WN 5134,PMI,MIA,7651.77,05:52:56,997
2026-02-28,B6 5322,DFW,PMI,8490.20,20:13:27,1206
2026-02-28,B6 7984,BOG,CJU,15243.48,05:56:57,1774
2026-02-28,B6 5323,MAN,LGW,283.06,07:43:09,193
2026-02-28,G4 8165,FCO,IAD,7231.15,13:56:54,1293
2026-02-28,AS 5032,ATL,KIX,11389.80,19:10:25,1680
2026-02-28,WN 9614,JED,GRU,10530.24,05:40:55,1848
2026-02-28,AA 4813,AYT,DCA,8816.65,17:42:55,1343
2026-02-28,SY 3935,ATH,HEL,2489.66,10:00:54,422
2026-02-28,WN 0914,HEL,MUC,1574.93,08:26:31,281
2026-02-28,NK 7384,BNE,ATH,15175.92,06:59:37,1747
2026-02-28,AA 0450,NKG,MAD,10040.25,09:01:55,1089
2026-02-28,G4 0677,BKK,CLT,14574.28,12:55:11,3050
2026-02-28,UA 0049,LHR,TPA,7085.20,08:09:36,954
2026-02-28,F9 8275,BOG,FLL,2460.82,02:13:50,417
2026-02-28,AA 4807,MXP,KIX,9618.48,17:41:29,1020
2026-02-28,DL 3827,HEL,PER,13103.01,06:11:59,1437
2026-02-28,B6 7753,JED,ZRH,3960.67,16:27:33,563
2026-02-28,AS 9989,HNL,ATL,7233.82,13:31:51,2379
2026-02-28,SY 0317,MCO,BOS,1805.67,02:25:13,271
2026-02-28,AS 8653,PVG,MIA,13262.19,10:59:02,1379
2026-02-28,WN 9968,AGP,ATH,2509.88,18:02:56,318
2026-02-28,WN 6459,ATL,DXB,12209.05,03:18:04,2735
2026-02-28,SY 3920,JFK,SZX,12934.93,19:16:37,1835
2026-02-28,F9 1417,NBO,HGH,9458.36,21:48:41,2081
2026-02-28,WN 4071,MEX,RUH,13844.22,01:36:15,1609
2026-02-28,SY 7290,HAK,SYD,7381.03,01:58:40,816
2026-02-28,B6 4214,NKG,IAH,12260.05,12:15:20,2864
2026-02-28,DL 3617,AGP,NBO,6007.10,12:31:06,843
2026-02-28,B6 3241,ATL,MEL,15591.95,15:09:34,1613
2026-02-28,WN 7691,MCO,WUH,13228.37,11:06:56,1563
2026-02-28,G4 0425,HGH,JED,8014.58,04:44:04,1156
2026-02-28,AA 0595,CAN,ATL,13401.48,10:58:21,1569
2026-02-28,AA 0594,DXB,JFK,11001.39,22:45:26,1158
2026-02-28,AA 1684,HND,IAH,10725.14,17:30:55,1317
2026-02-28,NK 6157,MEX,PVG,12896.89,12:43:51,1345
2026-02-28,G4 9595,KUL,ZRH,10019.87,06:50:06,1440
2026-02-28,F9 2513,GRU,MXP,9485.50,05:57:52,1015
2026-02-28,G4 7169,PEK,VIE,7453.06,20:12:59,1396
2026-02-28,G4 0894,JNB,MEL,10319.09,14:54:31,1360
2026-02-28,G4 1742,HAK,AUH,5730.62,05:17:43,876
2026-02-28,DL 3736,TPA,CAN,14056.23,12:10:27,1584
2026-02-28,UA 4787,TPA,LIS,6741.34,19:54:49,733
2026-02-28,F9 9143,SIN,HGH,3650.03,04:55:53,753
2026-02-28,SY 6199,WUH,MAN,8841.71,17:33:58,1077
2026-02-28,AS 6690,CGK,MEX,16864.37,00:01:32,1912
2026-02-28,SY 2717,SFO,CLT,3687.28,05:25:37,541
2026-02-28,SY 3926,GRU,CTU,17039.78,14:09:44,1913
2026-02-28,AA 1436,PVG,SVO,6851.06,03:58:56,1156
2026-02-28,AA 2405,SVO,CAN,7003.07,08:49:52,855
2026-02-28,AA 0226,CGK,TAO,4927.58,16:12:08,852
2026-02-28,AA 5154,TPE,LIS,11237.80,09:00:48,1268
2026-02-28,G4 1691,DFW,DOH,12744.47,11:17:01,2641
2026-02-28,AA 5274,PMI,CAN,9980.22,13:09:59,1557
2026-02-28,AA 6246,WUH,CMB,4429.25,06:36:37,615
2026-02-28,G4 2300,HGH,ORY,9304.02,12:28:48,1178
2026-02-28,AA 5279,MCO,SYD,15038.41,01:42:14,1594
2026-02-28,NK 9892,IAH,JED,12486.83,17:12:40,1478
2026-02-28,B6 4719,DEN,BLR,14110.53,12:43:55,1609
2026-02-28,UA 2713,ATL,DTW,957.75,23:46:47,282
2026-02-28,UA 0412,SEA,DMK,11972.69,16:58:50,1422
2026-02-28,AS 3293,CJU,BNE,7330.73,03:43:16,920
2026-02-28,AS 7534,ATH,SAW,566.27,18:12:49,149
2026-02-28,G4 0365,OSL,CPH,517.36,09:12:14,262
2026-02-28,AA 7448,LAX,BOG,5600.31,02:04:55,722
2026-02-28,WN 1378,NRT,KMG,3778.56,00:41:53,530
2026-02-28,AS 5235,TPA,ORY,7355.44,11:14:52,841
2026-02-28,WN 6943,AMS,GRU,9775.28,10:23:23,1048
2026-02-28,SY 1575,AMS,RUH,4640.34,08:48:54,1182
2026-02-28,F9 4833,ARN,BLR,7072.48,08:30:19,950
2026-02-28,AS 9827,PEK,IAD,11111.54,14:08:57,1578
2026-02-28,AA 8530,MEX,SAN,2330.14,19:31:39,422
2026-02-28,DL 6506,MCO,CJU,12530.57,09:04:17,1476
2026-02-28,UA 0647,AYT,BWI,8769.05,02:23:39,3768
2026-02-28,UA 0405,MXP,ORD,7260.00,15:31,881
2026-02-28,SY 8190,DEL,IAH,13455.71,12:48:53,2103
2026-02-28,SY 8194,PER,DTW,17963.04,22:56:54,1991
2026-02-28,G4 0478,SEA,MSP,2244.65,16:46:58,374
2026-02-28,AS 9700,HGH,BNE,7287.04,21:41:14,888
2026-02-28,AS 6794,DUB,FLL,6660.35,10:32:22,860
2026-02-28,WN 2452,CTU,MNL,2441.73,16:56:58,470
2026-02-28,AS 4493,BOG,MXP,9080.25,14:19:45,1808
2026-02-28,NK 3095,DEL,MAN,6816.44,20:18:29,770
2026-02-28,SY 2633,SFO,CTU,11029.92,21:59:11,1268
2026-02-28,UA 2972,YYZ,VIE,6947.89,16:18:52,915
2026-02-28,F9 0003,FRA,DCA,6529.75,08:38:46,991
2026-02-28,DL 5680,TPE,ARN,8329.31,06:30:18,902
2026-02-28,WN 7938,DXB,BWI,11290.16,21:23:08,1369
2026-02-28,UA 9126,HNL,DFW,6080.61,14:21:34,840
2026-02-28,B6 2517,MEL,TAO,8617.13,08:26:11,948
2026-02-28,WN 3330,MNL,NBO,9408.70,18:16:10,1085
2026-02-28,WN 4302,MIA,DEN,2748.54,23:45:48,336
2026-02-28,NK 7327,CGK,KIX,5417.40,04:14:12,949
2026-02-28,F9 4962,MAD,SFO,9329.87,11:52:20,1155
2026-02-28,AS 6424,HKG,AGP,10815.01,20:22:41,1149
2026-02-28,F9 3750,TAO,CTU,1599.39,00:36:47,333
2026-02-28,F9 2678,DXB,DFW,12919.21,21:19:47,1466
2026-02-28,AA 7224,DOH,MCO,12205.70,02:58:29,1359
2026-02-28,SY 2521,ATL,VIE,8023.82,00:54:49,863
2026-02-28,SY 1433,JNB,ICN,12418.92,02:43:32,1469
2026-02-28,AS 5205,JNB,KMG,9807.79,17:02:32,1421
2026-02-28,AA 5288,SHA,CTU,1615.84,02:08:27,324
2026-02-28,B6 5911,CMB,SIN,2749.75,02:09:32,550
2026-02-28,DL 6768,LHR,FCO,1443.45,05:44:47,319
2026-02-28,UA 9113,DFW,BWI,1954.80,10:30:07,1224
2026-02-28,AS 7985,DXB,JFK,11001.39,13:07:11,1152
2026-02-28,NK 6344,LAX,CTU,11572.89,04:02,1320
2026-02-28,NK 3199,IAD,XIY,11828.37,17:06,1417
2026-02-28,WN 5503,CMB,PHX,15327.33,02:23:25,1701
2026-02-28,F9 1237,DFW,HND,10377.61,10:11:12,1508
2026-02-28,NK 4162,CKG,CJU,1923.04,08:09:16,281
2026-02-28,F9 5716,KIX,DOH,7904.81,14:25:24,858
2026-02-28,AA 5076,NRT,BOS,10759.51,02:28:25,2408
2026-02-28,SY 1006,GRU,FCO,9432.59,10:32:39,1291
2026-02-28,UA 2630,GRU,DUB,9380.79,17:49:39,1992
2026-02-28,B6 2459,BCN,MUC,1094.01,23:16:59,391
2026-02-28,G4 9094,BKK,OSL,8670.54,06:16:54,918
2026-02-28,NK 0914,VIE,NRT,9153.71,19:16:25,1388
2026-02-28,AA 0738,BWI,KUL,15350.73,05:58:49,1697
2026-02-28,NK 8638,GRU,CDG,9404.85,22:32:33,1188
2026-02-28,F9 5832,KIX,AMS,9240.20,04:58:13,1288
2026-02-28,F9 0264,CAN,TAO,1582.71,16:00:54,672
2026-02-28,F9 3775,RUH,ORY,4653.41,20:11:02,1065
2026-02-28,F9 6937,BOS,MSP,1803.89,01:04:47,613
2026-02-28,NK 4272,IAH,OSL,7986.46,07:07:58,1302
2026-02-28,F9 5723,KMG,MNL,2235.98,11:46:48,457
2026-02-28,G4 2336,DXB,SAW,2967.57,00:45:48,586
2026-02-28,UA 2867,ORY,MXP,591.09,06:13:38,249
2026-02-28,AA 2902,DEL,FCO,5933.40,02:19:51,649
2026-02-28,B6 3555,SHA,IST,7981.19,00:08:10,915
2026-02-28,WN 2499,BWI,MXP,6707.87,11:56:31,1026
2026-02-28,WN 5889,BNE,VIE,15634.71,17:23:11,1809
